question,reference_answer,answer,score,dataset,dataset_num,normalized_score,before,score_bin
Bagaimana cara mengatasi sampah elektronik (e-waste)? (Sebutkan minimal 3) ,mendaur ulang sampah elektronik menjadi barang yang berguna dan memiliki nilai jual memisahkan barang elektronik sesuai komposisi bahannya tidak membuang sembarangan sehingga karena dapat mencemari lingkungan dikembalikan kepada produsen elektronik,memulihkan mengumpulkan sisa-sisa yang berpotensi berbahaya dan beracun atau b3,33,analisis_essay,analisis_essay-35,0.33,mendaur ulang memisahkan bahan bahan yang berbahaya dan beracun atau b3,30-39
Sebutkan beberapa kondisi untuk dilakukannya kick off dalam sepak bola. (Sebutkan minimal 3) ,memulai pertandingan terjadinya gol memulai babak kedua memulai babak perpanjangan waktu,bidang pertandingan sepak bola ketentuan penggunaan angka pemain,2,analisis_essay,analisis_essay-15,0.02,lapangan sepak bola peraturan penggunaan jumlah pemain,0-9
Bagaimana cara mengatasi sampah elektronik (e-waste)? (Sebutkan minimal 3) ,mendaur ulang sampah elektronik menjadi barang yang berguna dan memiliki nilai jual memisahkan barang elektronik sesuai komposisi bahannya tidak membuang sembarangan sehingga karena dapat mencemari lingkungan dikembalikan kepada produsen elektronik,memulihkan menjadi produk baru diproses menjadi bahan campuran,20,analisis_essay,analisis_essay-35,0.2,daur ulang menjadi produk baru dilebur dijadikan bahan campuran,10-19
Sebutkan 6 cara belanja (shopping) yang baik dan efektif?,1 buatlah list barang apa saja yang harus dibeli 2 utamakan kebutuhan daripada keinginan 3 bandingkan dulu komposisi kualitas dan kuantitas barang sebelum dibeli 4 jangan mudah tergiur barang barang diskon 5 teliti barang sebelum membeli 6 pilihlah mana barang yang yang bisa dibeli secara grosir atau eceran,belanja di pasar belanja di toko belanja online belanja di swalayan belanja di alfamart belanja di indomart,10,analisis_essay,analisis_essay-5,0.1,belanja di pasar belanja di toko belanja online belanja di swalayan belanja di alfamart belanja di indomart,0-9
"Sebutkan 5 manfaat olahraga bagi tubuh. (Termasuk bagi pikiran, otot dan organ tubuh) ",mengurangi stress membentuk otot tubuh dan mengencangkan otot membakar lemak menghindarkan dari penyakit membuat organ tubuh lebih sehat meningkatkan stamina menghindari penuaan dini,menjaga kesehatan meningkatkan ketahanan tubuh mengobati otot yang rusak melancarkan sirkulasi darah menyegarkan otak,66,analisis_essay,analisis_essay-11,0.66,menjaga kesehatan menambah daya tahan tubuh memperbaiki otot yang bermasalah memperlancar peredaran darah refresh otak,60-69
"Apa perbedaan dari data, informasi dan pengetahuan? ",data merupakan rangkaian fakta yang mewakili suatu kejadian atau dapat di sebut dengan simbol yang terekam informasi adalah makna yang dapat di tafsirkan dari data pengetahuan adalah informasi yang telah dimaknai sehingga dapat digunakan untuk meningkatkan pengertian atau pemahaman,Data adalah kumpulan dari beberapa bahan mentah dari suatu kejadian informasi adalah kumpulan dari data data yang di olah dan di jadikan satu pengetahuan adalah ilmu yang di dapat dari data data dan informasi,52,analisis_essay,analisis_essay-34,0.52,data adalah kumpulan dari beberapa bahan mentah dari suatu kejadian informasi adalah kumpulan dari data data yang di olah dan di jadikan satu pengetahuan adalah ilmu yang di dapat dari data data dan informasi,50-59
Apa yang anda ketahui mengenai cagar sejarah Candi Borobudur?,borobudur adalah sebuah candi buddha yang terletak di borobudur magelang jawa tengah indonesia lokasi candi adalah kurang lebih 100 km di sebelah barat daya semarang 86 km di sebelah barat surakarta dan 40 km di sebelah barat laut yogyakarta candi borobudur diyakini merupakan peninggalan kerajaan dinasti sailendra masa pemerintahan raja samaratungga dari kerajaan mataram kuno,candi borobudor adalah salah satu peninggalan sejarah dari agama budha bertempat di yogyakarta candi borobudur sering dikunjungi oleh wisatawan,21,analisis_essay,analisis_essay-7,0.21,candi borobudor adalah salah satu peninggalan sejarah dari agama budha bertempat di yogyakarta candi borobudur sering dikunjungi oleh wisatawan,20-29
Sebutkan lebih dari 10 cara merawat kesehatan rambut?,1 selalu lindungi rambutmu dari sinar matahari angin dan hujan 2 setelah keramas jangan langsung menyisir tunggu beberapa saat sampai rambut agak kering 3 gunakan kondisioner setelah keramas kondisioner dapat membantu agar rambutmu semakin lurus 4 lakukan conditioning dengan benar 5 pilih sampo dan kondisioner dari jenis yang sama karena memiliki formulasi yang sama 6 hindari penggunaan hair dryer pada rambut 7 hindari menggunakan ikat rambut yang super ketat 8 ketika tidur di malam hari biarkan rambut tergerai pada satu sisi untuk menghindari kekusutan rambut 9 tidur menggunakan bantal yang terbuat dari satin 10 ketika mengeringkan rambut lakukan dengan cara ditekan 11 gunakan masker rambut yang cocok untuk rambut 12 gunakan air dingin untuk keramas 13 makan yang benar nutrisi tertentu seperti vitamin zat besi dan protein sangat penting untuk pertumbuhan rambut dan kesehatan,merawat dengan formula alami,8,analisis_essay,analisis_essay-3,0.08,merawat dengan bahan alami,0-9
Apa yang dimaksud topologi jaringan LAN dan sebutkan contoh topologi tersebut (minimal 3). ,topologi jaringan adalah struktur jaringan fisik yang digunakan untuk implementasi lan local area network unsur dasar penyusun jaringan yaitu node link dan station contoh topologi bintang star topologi cincin ring topologi bus topologi pohon tree topologi linier,lan regional terhubung satu komputer dengan komputer lainnya yang berada dalam satu wilayah jaringan 1 topologi bus 2 topologi star 3 topologi tree,57,analisis_essay,analisis_essay-39,0.57,lan local are network menghubungkan satu komputer dengan komputer lainnya yang berada dalam satu wilayah jaringan 1 topologi bus 2 topologi star 3 topologi tree,50-59
Sebutkan 8 cara menyegarkan pikiran saat kuliah atau di kantor?,1 melakukan latihan atau aktivitas fisik bisa merangsang tenaga dan menyegarkan pikiran 2 tertawa merupakan obat yang paling baik untuk melawan kebosanan karena meningkatkan suasana hati mood 3 melakukan latihan mental seperti melakukan mainan puzzle atau teka teki silang 4 melakukan sosialisasi interaksi manusia bisa menjaga pikiran agar tetap segar 5 tidur siang sejenak hal ini tidak hanya menyegarkan pikiran tapi bisa menjadi fondasi yang kuat dalam hal produktivitas 6 mencium sesuatu yang menyenangkan aroma seperti dari lilin aromaterapi atau bau secangkir kopi panas 7 melakukan pemijatan pijat adalah cara sempurna untuk meredakan ketegangan dan mengurangi stres 8 melamun untuk jangka waktu singkat melamun bisa memberikan imajinasi dan menyegarkan pikiran,1 cuci muka 2 bermain social media 3 mendengarkan musik 4 bermain game 5 makan 6 minum 7 strecthing ringan 8 menghirup udara segar,28,analisis_essay,analisis_essay-4,0.28,1 cuci muka 2 bermain social media 3 mendengarkan musik 4 bermain game 5 makan 6 minum 7 strecthing ringan 8 menghirup udara segar,20-29
Apa perbedaan hukum perdata dan hukum pidana? ,hukum perdata adalah hukum yang mengatur hubungan antara individu dengan individu fokus dari hukum perdata adalah kepentingan personal atau kepentingan individu seperti hak waris harta gono gini hukum pidana adalah hukum tertulis yang mengatur tentang perbuatan yang dilarang pelanggaran kriminal,hukum perdata ialah aturan aturan hukum yang mengatur tingkah laku setiap orang terhadap orang lain yang berkaitan dengan hak dan kewajiban hukum pidana adalah serangkaian norma hukum tertulis yang mengatur tentang perbuatan perbuatan yang dilarang atau tidak boleh dilakukan,68,analisis_essay,analisis_essay-27,0.68,hukum perdata ialah aturan aturan hukum yang mengatur tingkah laku setiap orang terhadap orang lain yang berkaitan dengan hak dan kewajiban hukum pidana adalah serangkaian kaidah hukum tertulis yang mengatur tentang perbuatan perbuatan yang dilarang atau tidak boleh dilakukan,60-69
Sebutkan 10 anggota ASEAN yang anda ketahui. ,indonesia thailand malaysia singapura filipina brunei darussalam vietnam laos myanmar dan kamboja,indonesia malaysia singapura brunei filiphina kamboja laos myamar timor leste vietnam,86,analisis_essay,analisis_essay-30,0.86,indonesia malaysia singapura brunei filiphina kamboja laos myamar timor leste vietnam,80-89
Jelaskan yang dimaksud dengan hardware dan berikan contohnya (minimal 5). ,hardware perangkat keras adalah suatu komponen yang ada pada komputer bisa dilihat secara kasat mata dan dapat disentuh secara fisik contoh mouse monitor keyboard printer kamera cpu kabel router bridge hub,perangkat keras komputer semua yg bisa kita rasakan dan bisa kita pandang bentuk nyatanya dalam komputer contoh layar mouse keyboard papan induk vga memori prosesor dll,77,analisis_essay,analisis_essay-33,0.77,hardware perangkat keras komputer semua yg bisa kita sentuh dan bisa kita lihat bentuk nyatanya dalam komputer contoh monitor mouse keyboard motherboard vga ram processor dll,70-79
"Apa yang anda ketahui mengenai Negara Demokrasi? (Mengenai pengertian, peran rakyat dan mencakup bidang apa saja. Usahakan jawab dalam 2-4 kalimat) ",negara demokrasi adalah suatu negara yang pemerintahannya dipegang oleh rakyat dan rakyat memiliki kedaulatan tertinggi demokrasi mengizinkan warga negara berpartisipasi baik secara langsung atau melalui perwakilan dalam perumusan pengembangan dan pembuatan hukum demokrasi mencakup kondisi sosial ekonomi dan budaya yang memungkinkan adanya praktik kebebasan politik secara bebas dan setara,negara demokrasi adalah sebuah ideologi negara yang mengambil keputusannya melalui musyawarah peran rakyat yaitu dengan ideologi dari rakyat oleh rakyat dan untuk rakyat jadi rakyat berperan aktif dalam setiap pengambilan keputusan,44,analisis_essay,analisis_essay-25,0.44,negara demokrasi adalah sebuah ideologi negara yang mengambil keputusannya melalui musyawarah peran rakyat yaitu dengan ideologi dari rakyat oleh rakyat dan untuk rakyat jadi rakyat berperan aktif dalam setiap pengambilan keputusan,40-49
Apa saja yang harus diperhatikan saat memilih kolam renang yang baik? (Sebutkan minimal 3) ,kualitas air pilih air yang bersih dan tidak berbau peralatan keselamatan yang ada bentuk dan kedalaman kolam renang memperhatikan pengguna kolam renang pilih yang tidak berbaur antara pria dan wanita,kedalaman waduk mutu air dan perlindungan kolam renang,70,analisis_essay,analisis_essay-18,0.7,kedalaman kolam kualitas air dan keamanan kolam renang,60-69
"Apa yang anda kethaui mengenai Rio Haryanto? (Termasuk tempat lahir, tim saat ini dan awal karir) ",rio haryanto lahir di solo jawa tengah rio merupakan seorang pebalap berkebangsaan indonesia yang kini membalap di ajang formula one f1 rio bergabung dengan tim manor racing rio adalah pembalap indonesia pertama yang masuk formula one f1 rio mengawali karir di balap gokart pada tahun 2002 dengan juara nasional gokart kelas kadet,rio adalah pembalap yang berasal dari kota solo dia berkarir sejak dia kecil dia mampu bergabung dengan tim f1,43,analisis_essay,analisis_essay-13,0.43,rio adalah pembalap yang berasal dari kota solo dia berkarir sejak dia kecil dia mampu bergabung dengan tim f1,40-49
"Sebutkan 5 manfaat olahraga bagi tubuh. (Termasuk bagi pikiran, otot dan organ tubuh) ",mengurangi stress membentuk otot tubuh dan mengencangkan otot membakar lemak menghindarkan dari penyakit membuat organ tubuh lebih sehat meningkatkan stamina menghindari penuaan dini,memperparah kadar kolesterol memperkuat otot memulihkan tubuh memulihkan kesadaran menekan risiko penyakit,55,analisis_essay,analisis_essay-11,0.55,membakar kolesterol menguatkan otot menyegarkan badan menyegarkan pikiran mencegah penyakit,50-59
Tuliskan isi teks asli proklamasi dengan ejaan yang telah disempurnakan. ,proklamasi kami bangsa indonesia dengan ini menyatakan kemerdekaan indonesia hal hal yang mengenai pemindahan kekuasaan d l l diselenggarakan dengan cara seksama dan dalam tempo yang sesingkat singkatnya jakarta 17 8 05 wakil wakil bangsa indonesia,isi teks proklamasi kami bangsa indonesia dengan ini menyatakan kemerdekaan indonesia hal hal yang mengenai pemindahan kekuasaan diselenggarakan dengan secara seksama dan dalam tempo yang sesingkat singkatnya,69,analisis_essay,analisis_essay-22,0.69,isi teks proklamasi kami bangsa indonesia dengan ini menyatakan kemerdekaan indonesia hal hal yang mengenai pemindahan kekuasaan diselenggarakan dengan secara seksama dan dalam tempo yang sesingkat singkatnya,60-69
Jelaskan yang dimaksud dengan gaya hidup hedonism.,gaya hidup hedonis hedonism adalah suatu pola hidup yang aktivitasnya untuk mencari kesenangan hidup seperti lebih banyak menghabiskan waktu diluar rumah lebih banyak bermain senang pada keramaian kota senang membeli barang mahal yang disenanginya serta selalu ingin menjadi pusat perhatian,pandangan hidup yang menganggap bahwa orang akan bahagia dengan mencari kebahagiaan sebanyak banyaknya dan menghindari perasaan perasaan khawatir,25,analisis_essay,analisis_essay-6,0.25,pandangan hidup yang menganggap bahwa orang akan bahagia dengan mencari kebahagiaan sebanyak banyaknya dan menghindari perasaan perasaan khawatir,20-29
Sebutkan lebih dari 10 cara merawat kesehatan rambut?,1 selalu lindungi rambutmu dari sinar matahari angin dan hujan 2 setelah keramas jangan langsung menyisir tunggu beberapa saat sampai rambut agak kering 3 gunakan kondisioner setelah keramas kondisioner dapat membantu agar rambutmu semakin lurus 4 lakukan conditioning dengan benar 5 pilih sampo dan kondisioner dari jenis yang sama karena memiliki formulasi yang sama 6 hindari penggunaan hair dryer pada rambut 7 hindari menggunakan ikat rambut yang super ketat 8 ketika tidur di malam hari biarkan rambut tergerai pada satu sisi untuk menghindari kekusutan rambut 9 tidur menggunakan bantal yang terbuat dari satin 10 ketika mengeringkan rambut lakukan dengan cara ditekan 11 gunakan masker rambut yang cocok untuk rambut 12 gunakan air dingin untuk keramas 13 makan yang benar nutrisi tertentu seperti vitamin zat besi dan protein sangat penting untuk pertumbuhan rambut dan kesehatan,"Selalu jaga helai rambutmu dari radiasi mentari, angin, dan hujan paparan sinar mentari berlebihan panas kotoran polusi pencemaran dapat menyebabkan rambut rusak rambut basah sangat rapuh dan mudah rusak dalam keadaan basah batang dan akar rambutmu lebih rentan terhadap kerusakan setelah keramas jangan langsung menyisir tunggu beberapa saat sampai rambut agak kering gunakan kondisioner setelah keramas kondisioner dapat membantu agar rambutmu semakin lurus lakukan perawatan dengan benar conditioners diformulasikan untuk menyegel kadar air dalam batang rambut mereka tidak dimaksudkan untuk kulit kepala mulai perawatan sekitar 2 inci dari kulit kepala terlalu banyak kondisioner pada kulit kepala hanya akan membuat kulit kepala kamu berminyak pilih sampo dan kondisioner dari jenis yang sama karena memiliki formulasi yang sama karena dibuat untuk jenis rambut tertentu sehingga bias memberikan hasil yang lebih baik hindari penggunaan hair dryer pada rambut kamu panas akan menyerap kadar air dari rambut sehingga membuatnya kering dan keriting apabila kamu perlu meluruskan rambut dengan alat pelurus selalu ingat agar memakai pelindung rambut sebelumnya hindari menggunakan ikat rambut yang super ketat pilihlah kain yang lembut ikatan rambut yang ketat cenderung menarik rambut kamu dan ini dapat menyebabkan kerusakan ketika kamu akan tidur di malam hari biarkan rambut tergerai pada satu sisi untuk menghindari kekusutan rambut tidur menggunakan bantal yang terbuat dari satin bisa untuk mengurangi kerusakan rambut akibat gesekan dibandingkan bantal bernahan kapas dan lainnya ketika mengeringkan rambut lakukan dengan cara ditekan jangan diggosok kamu mungkin mengeringkan rambut lebih cepat tetapi jumlah rambut yang rontok akan semakin banyak gunakan masker rambut yang cocok untuk rambu kebutuhan rambut bervariasi sesuai jenis rambut.",74,analisis_essay,analisis_essay-3,0.74,selalu lindungi rambutmu dari sinar matahari angin dan hujan paparan sinar matahari yang berlebihan panas kotoran polusi pencemaran dapat membuat rambut rusak rambut basah sangat rapuh dan mudah rusak dalam keadaan basah batang dan akar rambut kamu lebih rentan terhadap kerusakan setelah keramas jangan langsung menyisir tunggu beberapa saat sampai rambut agak kering gunakan kondisioner setelah keramas kondisioner dapat membantu agar rambutmu semakin lurus lakukan conditioning dengan benar conditioners diformulasikan untuk menyegel kadar air dalam batang rambut mereka tidak dimaksudkan untuk kulit kepala mulai pengkondisian sekitar 2 inci dari kulit kepala terlalu banyak kondisioner pada kulit kepala hanya akan membuat kulit kepala kamu berminyak pilih sampo dan kondisioner dari jenis yang sama karena memiliki formulasi yang sama karena dibuat untuk jenis rambut tertentu selalu dan tujuan tertentu sehingga bias memberikan hasil yang lebih baik hindari penggunaan hair dryer pada rambut kamu panas akan menyerap kadar air dari rambut sehingga membuatnya kering dan keriting apabila kamu perlu meluruskan rambut dengan alat pelurus selalu ingat agar memakai pelindung rambut sebelumnya hindari menggunakan ikat rambut yang super ketat pilihlah kain yang lembut ikatan rambut yang ketat cenderung menarik rambut kamu dan ini dapat menyebabkan kerusakan ketika kamu akan tidur di malam hari biarkan rambut tergerai pada satu sisi untuk menghindari kekusutan rambut tidur menggunakan bantal yang terbuat dari satin bisa untuk mengurangi kerusakan rambut akibat gesekan dibandingkan bantal bernahan kapas dan lainnya ketika mengeringkan rambut lakukan dengan cara ditekan jangan diggosok kamu mungkin mengeringkan rambut lebih cepat tetapi jumlah rambut yang rontok akan semakin banyak gunakan masker rambut yang cocok untuk rambu kebutuhan rambut bervariasi sesuai jenis rambut,70-79
